train_accuracy,test_accuracy,train_precision,test_precision,train_recall,test_recall,train_f1,test_f1,fit_time,score_time
0.8238498119884982,0.8156585204025213,0.3865973915809564,0.3694349315068493,0.861531190926276,0.8164616840113529,0.5337041645319476,0.5086943707633362,59.114527463912964,102.0860059261322
